Junction ID,CWE ID,CAPEC ID
410,350,73
411,697,73
412,315,74
413,353,74
414,372,74
415,693,74
416,1245,74
417,1253,74
418,1265,74
419,1271,74
420,77,75
421,99,75
422,346,75
423,349,75
424,353,75
425,354,75
426,15,76
427,22,76
428,23,76
429,59,76
430,73,76
431,74,76
432,77,76
433,272,76
434,285,76
435,346,76
436,348,76
437,15,77
438,94,77
439,96,77
440,285,77
441,302,77
442,473,77
443,1321,77
444,20,78
445,22,78
446,73,78
447,74,78
448,172,78
449,173,78
450,180,78
451,181,78
452,697,78
453,707,78
454,20,79
455,22,79
456,73,79
457,74,79
458,173,79
459,180,79
460,181,79
461,185,79
462,200,79
463,697,79
464,707,79
465,20,80
466,73,80
467,74,80
468,172,80
469,173,80
470,180,80
471,181,80
472,692,80
473,697,80
474,20,81
475,75,81
476,93,81
477,96,81
478,116,81
479,117,81
480,150,81
481,221,81
482,276,81
483,279,81
484,20,83
485,74,83
486,91,83
487,707,83
488,74,84
489,707,84
490,20,85
491,79,85
492,86,85
493,96,85
494,113,85
495,116,85
496,184,85
497,348,85
498,692,85
499,80,86
500,285,87
501,425,87
502,693,87
503,20,88
504,78,88
505,88,88
506,697,88
507,346,89
508,350,89
509,301,90
510,303,90
511,120,92
512,122,92
513,128,92
514,190,92
515,196,92
516,680,92
517,697,92
518,75,93
519,117,93
520,150,93
521,287,94
522,290,94
523,294,94
524,300,94
525,593,94
526,538,95
527,589,96
528,327,97
529,1204,97
530,1240,97
531,1241,97
532,1279,97
533,451,98
534,119,100
535,120,100
536,129,100
537,131,100
538,680,100
539,805,100
540,20,101
541,74,101
542,97,101
543,294,102
544,319,102
545,522,102
546,523,102
547,614,102
548,1021,103
549,20,104
550,116,104
551,250,104
552,285,104
553,638,104
554,74,105
555,113,105
556,138,105
557,436,105
558,648,107
559,693,107
560,20,108
561,74,108
562,78,108
563,89,108
564,114,108
565,20,109
566,89,109
567,564,109
568,20,110
569,89,110
570,345,111
571,346,111
572,352,111
573,326,112
574,330,112
575,521,112
576,1192,113
577,287,114
578,1244,114
579,287,115
580,200,116
581,1243,116
582,319,117
583,20,120
584,74,120
585,172,120
586,173,120
587,177,120
588,181,120
589,183,120
590,184,120
591,692,120
592,697,120
593,489,121
594,1209,121
595,1259,121
596,1267,121
597,1270,121
598,1294,121
599,1295,121
600,1296,121
601,1302,121
602,1313,121
603,269,122
604,732,122
605,1317,122
606,119,123
607,1189,124
608,1331,124
609,404,125
610,770,125
611,22,126
612,276,127
613,285,127
614,288,127
615,424,127
616,425,127
617,693,127
618,732,127
619,682,128
620,682,129
621,822,129
622,823,129
623,404,130
624,770,130
625,1325,130
626,404,131
627,59,132
628,912,133
629,150,134
630,20,135
631,74,135
632,134,135
633,20,136
634,77,136
635,90,136
636,88,137
637,470,138
638,23,139
639,372,140
640,345,141
641,346,141
642,348,141
643,349,141
644,345,142
645,346,142
646,348,142
647,349,142
648,350,142
649,425,143
650,425,144
651,354,145
652,15,146
653,472,146
654,400,147
655,770,147
656,345,148
657,377,149
658,552,150
659,1239,150
660,1258,150
661,1266,150
662,1272,150
663,1323,150
664,1330,150
665,287,151
666,20,153
667,451,154
668,377,155
669,311,157
670,311,158
671,706,159
672,346,160
673,923,161
674,602,162
675,451,163
676,451,164
677,306,166
678,1221,166
679,1232,166
680,1323,167
681,69,168
682,212,168
683,200,169
684,497,170
685,451,173
686,88,174
687,829,175
688,15,176
689,1233,176
690,1234,176
691,1304,176
692,1328,176
693,706,177
694,601,178
695,732,180
696,1190,180
697,1191,180
698,1193,180
699,1220,180
700,1268,180
701,1280,180
702,1297,180
703,1311,180
704,1315,180
705,1318,180
706,1320,180
707,1321,180
708,1021,181
709,20,182
710,184,182
711,697,182
712,77,183
713,494,184
714,494,185
715,494,186
716,494,187
717,1278,188
718,203,189
719,1255,189
720,1300,189
721,912,190
722,798,191
723,326,192
724,80,193
725,98,193
726,287,194
727,384,196
728,664,196
729,770,197
730,776,197
731,81,198
732,87,199
733,829,201
734,602,202
735,15,203
736,311,204
737,524,204
738,1239,204
739,1258,204
740,732,206
741,602,207
742,602,208
743,20,209
744,79,209
745,646,209
746,1242,212
747,1246,212
748,1281,212
749,209,215
750,532,215
751,306,216
752,201,217
753,345,218
754,441,219
755,610,219
756,757,220
757,611,221
758,1021,222
759,200,224
760,472,226
761,565,226
762,400,227
763,829,228
764,770,229
765,20,230
766,112,230
767,674,230
768,770,230
769,20,231
770,112,231
771,674,231
772,770,231
773,269,233
774,1264,233
775,1311,233
776,648,234
777,732,234
778,693,237
779,99,240
780,94,242
781,83,243
782,83,244
783,85,245
784,86,247
785,77,248
786,20,250
787,74,250
788,91,250
789,707,250
790,829,251
791,829,252
792,829,253
793,805,256
794,20,261
795,829,263
796,20,267
797,73,267
798,74,267
799,172,267
800,173,267
801,180,267
802,181,267
803,692,267
804,697,267
805,117,268
806,15,270
807,15,271
808,74,273
809,436,273
810,444,273
811,302,274
812,654,274
813,350,275
814,707,276
815,707,277
816,707,278
817,707,279
818,200,285
819,200,287
820,200,290
821,200,291
822,200,292
823,200,293
824,200,294
825,200,295
826,200,296
827,200,297
828,200,298
829,200,299
830,200,300
831,200,301
832,200,302
833,200,303
834,200,304
835,200,305
836,200,306
837,200,307
838,200,308
839,200,309
840,200,310
841,200,312
842,200,313
843,200,317
844,200,318
845,200,319
846,200,320
847,200,321
848,200,322
849,200,323
850,200,324
851,200,325
852,200,326
853,200,327
854,200,328
855,200,329
856,200,330
857,204,331
858,204,332
859,311,383
860,319,383
861,419,383
862,602,383
863,311,384
864,345,384
865,346,384
866,471,384
867,602,384
868,311,385
869,345,385
870,346,385
871,471,385
872,602,385
873,311,386
874,345,386
875,346,386
876,471,386
877,602,386
878,311,387
879,345,387
880,346,387
881,471,387
882,602,387
883,311,388
884,345,388
885,346,388
886,471,388
887,602,388
888,353,389
889,1263,401
890,285,402
891,1269,439
892,284,441
893,506,442
894,506,448
895,1257,456
896,1260,456
897,1274,456
898,1312,456
899,1316,456
900,1299,457
901,1282,458
902,290,459
903,295,459
904,327,459
905,88,460
906,147,460
907,235,460
908,290,461
909,328,461
910,208,462
911,352,462
912,385,462
913,209,463
914,347,463
915,354,463
916,514,463
917,649,463
918,696,463
919,359,464
920,441,465
921,300,466
922,352,467
923,359,467
924,149,468
925,177,468
926,707,468
927,838,468
928,770,469
929,772,469
930,89,470
931,250,470
932,427,471
933,200,472
934,20,473
935,290,473
936,327,473
937,522,474
938,295,475
939,327,475
940,347,475
941,290,476
942,311,477
943,319,477
944,693,477
945,284,478
946,284,479
947,693,480
948,923,481
949,770,482
950,330,485
951,770,486
952,770,487
953,770,488
954,770,489
955,770,490
956,770,491
957,400,492
958,1333,492
959,770,493
960,404,494
961,770,494
962,404,495
963,770,495
964,404,496
965,770,496
966,200,497
967,359,498
968,925,499
969,749,500
970,940,500
971,923,501
972,284,502
973,284,503
974,1021,504
975,1021,506
976,200,508
977,359,508
978,262,509
979,263,509
980,294,509
981,308,509
982,309,509
983,521,509
984,522,509
985,346,510
986,770,528
987,494,533
988,284,536
989,494,538
990,829,538
991,125,540
992,204,541
993,205,541
994,208,541
995,1239,545
996,1243,545
997,1258,545
998,1266,545
999,1272,545
1000,1278,545
1001,1323,545
1002,1330,545
1003,284,546
1004,1266,546
1005,1272,546
1006,829,549
1007,284,550
1008,284,551
1009,522,551
1010,284,552
1011,424,554
1012,1299,554
1013,262,555
1014,263,555
1015,294,555
1016,308,555
1017,309,555
1018,521,555
1019,522,555
1020,284,556
1021,284,558
1022,262,560
1023,263,560
1024,307,560
1025,308,560
1026,309,560
1027,522,560
1028,654,560
1029,1273,560
1030,262,561
1031,263,561
1032,294,561
1033,308,561
1034,309,561
1035,521,561
1036,522,561
1037,284,562
1038,284,563
1039,284,564
1040,262,565
1041,263,565
1042,307,565
1043,308,565
1044,309,565
1045,521,565
1046,654,565
1047,200,573
1048,200,574
1049,200,575
1050,200,576
1051,200,577
1052,284,578
1053,15,579
1054,204,580
1055,205,580
1056,208,580
1057,502,586
1058,1021,587
1059,20,588
1060,79,588
1061,83,588
1062,300,589
1063,300,590
1064,79,591
1065,79,592
1066,287,593
1067,940,594
1068,940,595
1069,940,596
1070,36,597
1071,262,600
1072,263,600
1073,307,600
1074,308,600
1075,309,600
1076,522,600
1077,654,600
1078,757,606
1079,327,608
1080,311,609
1081,201,612
1082,300,612
1083,201,613
1084,300,613
1085,327,614
1086,300,615
1087,200,616
1088,201,618
1089,201,619
1090,757,620
1091,201,621
1092,201,622
1093,201,623
1094,1247,624
1095,1248,624
1096,1256,624
1097,1319,624
1098,1332,624
1099,1334,624
1100,1338,624
1101,1351,624
1102,1247,625
1103,1248,625
1104,1256,625
1105,1319,625
1106,1332,625
1107,1334,625
1108,1338,625
1109,1351,625
1110,1007,632
1111,287,633
1112,1270,633
1113,267,634
1114,162,635
1115,506,636
1116,267,637
1117,552,639
1118,114,640
1119,829,640
1120,706,641
1121,732,642
1122,200,643
1123,267,643
1124,294,644
1125,308,644
1126,522,644
1127,836,644
1128,294,645
1129,308,645
1130,522,645
1131,200,646
1132,285,647
1133,267,648
1134,46,649
1135,287,650
1136,553,650
1137,200,651
1138,262,652
1139,263,652
1140,294,652
1141,307,652
1142,308,652
1143,309,652
1144,522,652
1145,654,652
1146,836,652
1147,262,653
1148,263,653
1149,307,653
1150,308,653
1151,309,653
1152,522,653
1153,654,653
1154,1021,654
1155,494,657
1156,829,660
1157,489,661
1158,300,662
1159,494,662
1160,1037,663
1161,1264,663
1162,1303,663
1163,20,664
1164,918,664
1165,288,665
1166,345,665
1167,353,665
1168,862,665
1169,1188,665
1170,404,666
1171,290,667
1172,285,668
1173,425,668
1174,693,668
1175,1266,675
1176,943,676
1177,1286,676
1178,1222,679
1179,1252,679
1180,1257,679
1181,1260,679
1182,1274,679
1183,1282,679
1184,1312,679
1185,1316,679
1186,1326,679
1187,1224,680
1188,1231,680
1189,1233,680
1190,1262,680
1191,1283,680
1192,1259,681
1193,1267,681
1194,1270,681
1195,1294,681
1196,1302,681
1197,1277,682
1198,1310,682
1199,494,691
1200,494,692
1201,494,693
1202,497,694
1203,494,695
1204,829,695
1205,1342,696
1206,923,697
1207,507,698
1208,829,698
1209,1300,699
1210,294,701
1211,345,701
1212,1296,702
